Hour,TI(AM/PM),Weekday,Day,Month,Electricity(kwh)
3,AM,,22,Jun,0.513
10,PM,sat,9,Aug,0.418
6,PM,,10,May,1.224
8,AM,,30,Jan,0.816
7,PM,sun,6,Apr,0.545
7,PM,,19,May,1.267
11,AM,,11,Oct,0.295
10,AM,,26,Nov,0.203
5,PM,thu,19,Jun,2.808
9,PM,,2,Dec,0.739
8,AM,sat,27,Sep,1.074
5,PM,,9,Apr,0.421
1,PM,,21,Sep,0.37
12,AM,,13,Jan,0.546
2,PM,mon,23,Jun,0.605
1,AM,thu,13,Feb,0.209
9,PM,sat,26,Apr,0.107
10,PM,,23,Apr,0.131
5,AM,sat,13,Sep,0.208
11,PM,,27,Jun,1.908
5,PM,,12,Apr,0.232
2,AM,,18,Aug,0.266
6,PM,sun,29,Jun,3.143
1,PM,mon,11,Aug,0.446
3,PM,,4,Apr,0.132
10,AM,,15,Jan,0.704
8,AM,,15,Feb,1.498
10,PM,mon,10,Mar,0.448
3,AM,,17,Jan,0.452
12,AM,sat,23,Aug,1.114
4,PM,thu,11,Dec,0.405
6,AM,tue,19,Aug,1.728
7,AM,,31,Jul,1.901
4,PM,tue,20,May,0.291
10,PM,,24,Nov,0.223
8,AM,sat,19,Jul,3.463
3,PM,,17,Mar,0.266
9,PM,,14,Jan,1.236
5,PM,,1,Mar,0.864
10,PM,,1,Jul,1.236
9,AM,thu,10,Apr,0.093
9,PM,,3,Jun,1.285
8,PM,,15,May,1.498
3,PM,mon,22,Dec,0.405
2,AM,mon,22,Sep,0.154
4,AM,,4,Oct,0.2
4,PM,tue,10,Jun,0.67
2,AM,,29,Dec,0.235
1,AM,sat,17,May,0.221
12,AM,tue,23,Sep,0.21
10,AM,,7,Feb,0.432
10,AM,sun,10,Aug,0.662
9,PM,tue,12,Aug,0.799
12,PM,sat,27,Sep,0.407
10,PM,wed,24,Dec,0.589
1,AM,,19,Jan,0.57
7,AM,,2,Aug,1.31
1,PM,,8,Nov,0.278
12,AM,,25,Aug,0.317
3,AM,wed,5,Nov,0.076
8,AM,thu,9,Oct,0.221
4,AM,fri,19,Dec,0.255
2,PM,fri,9,May,0.272
12,PM,,16,Jul,1.08
5,AM,,2,Nov,0.14
10,PM,,16,Feb,0.678
4,PM,,23,May,0.336
4,PM,mon,12,May,0.275
11,PM,mon,12,May,0.372
11,PM,thu,4,Dec,0.66
5,AM,sat,26,Jul,0.842
10,AM,thu,25,Dec,0.51
8,PM,,23,Feb,2.052
1,AM,wed,12,Mar,0.158
1,PM,,8,Dec,0.418
6,PM,sun,27,Jul,5.054
3,AM,,11,Oct,0.185
1,PM,,24,Nov,0.162
6,PM,,21,Aug,1.714
5,PM,fri,10,Oct,0.796
9,AM,sun,5,Oct,0.637
11,PM,,28,Nov,0.495
7,PM,,15,Apr,0.535
1,AM,,14,Oct,0.144
5,AM,wed,5,Mar,0.88
1,PM,sat,22,Feb,0.72
4,PM,sat,23,Aug,1.112
8,AM,,5,Oct,0.913
2,PM,tue,28,Jan,0.92
6,AM,,14,Nov,0.502
6,PM,,27,May,0.986
9,PM,,14,Feb,0.475
10,PM,sat,18,Jan,0.952
7,AM,,17,Mar,0.799
4,PM,fri,20,Jun,0.598
1,PM,tue,25,Mar,0.336
11,PM,,25,Jan,2.2
5,PM,,8,Jan,2.808
4,PM,,4,Jun,0.77
5,PM,wed,9,Jul,2.964
11,PM,sat,15,Nov,0.387
10,PM,thu,18,Sep,0.368
2,PM,,6,Oct,0.211
1,PM,,14,Jan,0.824
12,PM,wed,8,Jan,1.1
12,AM,,19,Sep,0.183
9,PM,mon,1,Dec,0.64
6,AM,wed,9,Jul,2.563
5,AM,,22,Oct,0.587
10,AM,thu,14,Aug,0.514
9,PM,,24,Mar,0.562
10,PM,,27,Jul,1.344
4,PM,,22,May,0.371
1,PM,sun,16,Nov,0.267
5,AM,,13,May,0.968
5,AM,,7,Jan,2.596
10,PM,sat,26,Jul,1.152
11,PM,sun,13,Jul,1.296
10,AM,thu,27,Nov,0.18
3,PM,mon,3,Mar,0.378
8,AM,,13,Apr,0.425
8,AM,,13,Jul,2.839
8,PM,tue,14,Jan,3.264
10,PM,mon,29,Dec,0.523
6,AM,fri,3,Jan,2.112
9,PM,sun,12,Oct,0.349
12,PM,,25,Jul,1.368
3,AM,,20,Feb,0.266
4,AM,sun,9,Feb,0.421
4,PM,thu,31,Jul,0.874
4,PM,,15,Jan,0.712
6,PM,,29,May,1.142
9,AM,sun,16,Mar,0.763
9,AM,sun,4,May,0.698
11,AM,wed,19,Mar,0.452
5,AM,sun,21,Dec,0.264
11,PM,,22,Oct,0.264
2,PM,,26,Oct,0.451
8,PM,,3,Aug,1.901
2,PM,thu,4,Sep,0.232
5,AM,,23,Dec,0.968
1,PM,,5,Aug,0.542
12,PM,,5,Mar,0.452
5,AM,,25,Oct,0.166
11,AM,,26,Sep,0.298
3,AM,sat,9,Aug,0.299
5,AM,,25,Nov,0.579
6,PM,tue,7,Jan,2.604
8,AM,thu,27,Feb,0.571
3,PM,thu,26,Jun,0.706
8,AM,mon,20,Jan,0.96
3,PM,,18,Oct,0.616
2,AM,sat,20,Dec,0.29
12,AM,,18,Dec,0.386
8,AM,,19,Mar,0.288
4,AM,,23,Apr,0.064
1,AM,tue,18,Feb,0.264
11,AM,tue,16,Sep,0.319
2,AM,,11,Mar,0.158
1,PM,,26,Aug,0.566
1,PM,,15,Nov,0.316
10,PM,,28,Oct,0.243
3,PM,mon,7,Apr,0.119
8,AM,sat,22,Feb,1.42
11,AM,,10,Oct,0.291
10,PM,,11,Nov,0.268
11,AM,,26,Jun,1.026
2,AM,sat,8,Nov,0.146
3,PM,,2,Jan,0.896
3,PM,,16,Dec,0.427
4,AM,tue,18,Nov,0.095
9,AM,,1,Dec,0.3
3,PM,,28,Dec,1.049
1,AM,,27,Jan,0.448
10,AM,,21,Aug,0.509
5,AM,,26,Jun,1.723
1,PM,,26,Apr,0.189
5,PM,thu,28,Aug,1.404
4,PM,mon,10,Feb,0.437
4,PM,,1,Oct,0.242
3,AM,thu,9,Jan,0.424
3,AM,,12,May,0.154
9,PM,,16,Jan,1.092
6,PM,,9,Mar,1.699
5,AM,fri,28,Feb,1.478
3,PM,,30,Sep,0.333
7,AM,tue,14,Oct,0.475
9,AM,,20,Nov,0.122
12,PM,,16,Oct,0.279
1,AM,wed,31,Dec,0.222
4,AM,sat,12,Jul,0.655
12,PM,tue,27,May,0.38
7,PM,,24,Oct,0.972
7,AM,,14,May,0.785
2,PM,,26,Apr,0.221
3,PM,,17,Dec,0.524
7,PM,,21,Mar,1.238
6,PM,thu,6,Mar,0.896
11,AM,sat,24,May,0.413
10,AM,mon,8,Dec,0.449
2,PM,wed,30,Jul,0.989
12,PM,sun,13,Apr,0.194
8,AM,,5,Mar,0.278
4,AM,,25,Jun,0.32
8,PM,sat,8,Mar,1.339
10,PM,,31,Aug,0.66
11,PM,wed,17,Sep,0.382
5,AM,fri,10,Jan,2.398
4,AM,,25,Aug,0.228
7,AM,,20,Dec,1.531
12,AM,tue,30,Sep,0.172
7,PM,sun,13,Apr,0.518
5,AM,mon,13,Jan,2.2
10,AM,fri,23,May,0.291
4,AM,,21,Apr,0.067
8,PM,,31,Mar,1.357
8,PM,mon,3,Feb,1.978
7,AM,fri,2,May,0.583
3,PM,,27,Nov,0.205
10,AM,sun,15,Jun,1.199
8,AM,tue,11,Feb,0.418
8,PM,sat,11,Oct,1.231
10,PM,,30,Jun,1.035
1,AM,,12,Dec,0.222
1,AM,,24,Mar,0.134
2,AM,,6,Feb,0.214
1,AM,sun,22,Jun,0.47
6,PM,,5,Jan,2.952
10,AM,tue,28,Oct,0.233
6,PM,,22,Jul,3.394
4,AM,,25,Nov,0.083
9,AM,thu,28,Aug,0.342
10,PM,wed,1,Oct,0.357
5,PM,,27,Mar,0.926
1,AM,,6,Feb,0.214
3,PM,sat,22,Feb,0.896
1,PM,sun,12,Oct,0.36
6,PM,thu,15,May,1.064
3,AM,thu,17,Jul,0.437
2,AM,tue,4,Nov,0.104
9,PM,fri,26,Dec,0.414
11,AM,,10,Nov,0.27
4,AM,fri,21,Feb,0.226
1,AM,,24,Nov,0.09
11,AM,,10,May,0.47
6,AM,,1,Jul,3.312
7,PM,mon,16,Jun,3.758
5,AM,thu,4,Dec,1.222
10,PM,sun,25,May,0.36
7,AM,sat,26,Jul,3.082
11,AM,,5,May,0.424
2,PM,,28,Feb,0.47
2,PM,thu,18,Sep,0.258
9,AM,,11,Nov,0.147
3,PM,,15,Aug,0.523
4,PM,,11,Jul,0.806
6,PM,,12,Jan,4.176
12,PM,sat,9,Aug,0.698
4,PM,thu,6,Nov,0.149
3,PM,,26,May,0.346
8,AM,fri,25,Jul,1.066
2,PM,,10,Mar,0.358
7,AM,,12,Mar,0.742
7,PM,mon,25,Aug,2.182
8,PM,mon,1,Dec,1.707
3,AM,,23,Oct,0.113
6,PM,,28,Mar,1.086
2,AM,sat,12,Apr,0.088
10,AM,,29,Jan,0.92
4,PM,fri,8,Aug,0.461
4,PM,,16,May,0.278
12,PM,,6,Feb,0.684
1,AM,,20,Nov,0.1
4,PM,sat,1,Nov,0.446
9,PM,sun,9,Feb,0.612
10,AM,,20,Jun,0.821
5,AM,mon,8,Dec,1.101
3,PM,,24,Feb,0.523
1,AM,,23,Oct,0.124
8,AM,tue,25,Mar,0.333
8,AM,,29,Jul,0.941
5,PM,,14,Jul,3.526
1,AM,,30,Sep,0.125
11,AM,,6,Apr,0.187
6,AM,fri,24,Oct,0.655
10,PM,mon,16,Jun,0.954
12,AM,sun,25,May,0.608
3,PM,thu,11,Dec,0.4
10,AM,,7,Sep,0.374
7,PM,fri,30,May,1.512
1,PM,,11,Apr,0.142
3,PM,,7,May,0.31
2,AM,wed,26,Mar,0.13
11,AM,,30,Jul,0.96
2,AM,sat,21,Jun,0.448
7,AM,,26,Aug,1.156
8,PM,,19,Nov,0.742
1,PM,wed,30,Jul,0.816
12,AM,thu,6,Nov,0.12
7,AM,sun,22,Jun,2.462
11,PM,,25,Jul,2.784
4,PM,tue,1,Apr,0.13
12,AM,sun,17,Aug,1.085
5,AM,tue,15,Apr,0.347
4,AM,sat,15,Feb,0.313
10,PM,tue,25,Feb,0.492
6,AM,fri,2,May,0.97
1,PM,,4,Mar,0.262
7,PM,fri,7,Mar,1.238
2,PM,,29,Apr,0.132
4,AM,sat,25,Oct,0.214
3,AM,,12,Nov,0.097
2,PM,wed,7,May,0.368
1,PM,sun,22,Jun,1.123
4,AM,,3,Sep,0.141
7,AM,sat,18,Jan,2.664
11,PM,sun,8,Jun,0.927
6,PM,,2,Mar,1.728
11,AM,,19,Jun,1.035
4,PM,tue,30,Dec,0.431
7,PM,sat,8,Mar,1.354
8,AM,,26,Jun,0.799
8,PM,,7,Sep,1.147
4,PM,,15,Sep,0.297
11,PM,,7,Sep,0.308
6,PM,wed,19,Feb,1.613
5,AM,sun,10,Aug,0.353
4,PM,,15,Nov,0.409
9,AM,thu,3,Apr,0.083
3,AM,,5,Dec,0.198
12,AM,sun,23,Feb,0.922
5,AM,,15,Dec,1.004
10,PM,,21,May,0.376
12,AM,,21,Mar,0.283
1,AM,,18,Apr,0.053
10,AM,,15,Apr,0.14
1,AM,sun,27,Apr,0.105
10,PM,,1,Jun,1.071
6,AM,,14,Aug,1.526
6,AM,sun,18,May,0.557
10,AM,mon,10,Mar,0.269
12,PM,mon,17,Feb,0.486
4,PM,,24,Apr,0.131
11,PM,mon,21,Jul,1.224
1,PM,tue,14,Oct,0.266
3,PM,,26,Aug,0.432
9,AM,,18,Nov,0.154
10,AM,,26,Mar,0.349
8,PM,tue,17,Jun,2.419
5,AM,,11,Sep,0.716
3,AM,sat,31,May,0.209
5,AM,,11,Oct,0.209
6,PM,,19,Jul,5.054
11,AM,fri,18,Jul,1.212
5,PM,thu,10,Apr,0.382
7,PM,sun,16,Feb,1.793
11,PM,thu,23,Oct,0.285
7,AM,,7,Jun,2.311
11,AM,,2,Jul,0.984
12,AM,,5,Nov,0.157
10,AM,,12,May,0.275
11,AM,tue,8,Jul,1.14
2,PM,fri,1,Aug,0.49
4,PM,thu,23,Oct,0.288
7,AM,wed,9,Jul,2.506
5,PM,fri,3,Jan,3.068
2,PM,fri,18,Jul,0.806
2,PM,,15,May,0.301
9,PM,thu,27,Feb,0.785
7,AM,,29,May,0.67
1,PM,wed,7,May,0.282
3,PM,,31,Jan,0.648
11,PM,,28,Aug,0.678
9,AM,thu,6,Nov,0.126
12,AM,fri,9,May,0.206
4,AM,,11,Sep,0.129
12,AM,wed,12,Feb,0.32
7,PM,,25,Jul,4.925
4,PM,,18,Jul,1.056
12,PM,sun,26,Oct,0.41
12,PM,,22,Oct,0.315
2,AM,tue,28,Oct,0.12
5,AM,,21,Aug,1.518
12,PM,sun,21,Sep,0.47
8,AM,,7,Jul,1.056
4,AM,fri,24,Jan,0.444
2,AM,mon,8,Dec,0.218
3,PM,,3,Nov,0.193
12,PM,tue,16,Dec,0.446
5,PM,mon,8,Dec,1.459
4,PM,,6,May,0.33
12,AM,thu,5,Jun,0.481
6,PM,tue,28,Oct,0.756
2,AM,,9,Aug,0.306
4,PM,,27,Feb,0.403
6,AM,thu,11,Dec,1.492
5,PM,sat,29,Mar,0.67
3,PM,sat,10,May,0.662
11,AM,,19,Nov,0.227
7,AM,,2,Jul,2.03
6,PM,wed,30,Jul,3.998
8,PM,tue,21,Oct,0.797
10,AM,thu,5,Jun,0.583
9,PM,,20,Jul,1.325
3,AM,,15,Apr,0.069
6,PM,,18,May,1.368
7,PM,,16,Sep,1.436
4,AM,thu,22,May,0.19
9,PM,tue,2,Sep,0.433
2,PM,,11,Feb,0.523
1,AM,wed,15,Oct,0.102
2,PM,,15,Mar,0.672
1,PM,,9,Jul,0.893
9,PM,mon,2,Jun,0.994
3,AM,thu,18,Dec,0.238
8,AM,,14,Mar,0.352
12,PM,mon,22,Dec,0.512
3,AM,,5,Mar,0.165
10,AM,,9,Nov,0.216
4,PM,sat,19,Apr,0.324
3,PM,fri,22,Aug,0.451
9,PM,thu,13,Mar,0.485
3,PM,,22,Jul,1.027
4,PM,thu,7,Aug,0.466
11,PM,tue,23,Sep,0.28
7,AM,,8,Jan,1.512
7,AM,,11,Dec,0.98
2,AM,mon,14,Apr,0.049
2,PM,,17,Oct,0.247
2,AM,fri,17,Jan,0.356
6,AM,,24,Jun,1.966
3,AM,mon,6,Jan,0.468
11,PM,fri,8,Aug,1.392
10,PM,,23,Dec,0.44
8,PM,,26,Oct,1.156
11,PM,,9,Feb,0.516
5,PM,sun,1,Jun,1.571
11,PM,,11,Dec,0.49
2,AM,,9,Mar,0.23
8,PM,mon,4,Aug,1.978
8,AM,,10,Sep,0.252
7,AM,wed,8,Oct,0.589
10,AM,wed,15,Oct,0.288
10,AM,mon,29,Dec,0.356
12,AM,tue,16,Sep,0.246
8,AM,wed,28,May,0.278
2,PM,thu,9,Jan,0.8
10,PM,mon,7,Apr,0.15
10,PM,,14,Mar,0.599
1,AM,,29,Jan,0.424
8,PM,sat,17,May,1.584
6,AM,sun,23,Mar,0.64
12,AM,fri,28,Nov,0.139
3,PM,,23,Aug,1.058
2,AM,,27,Oct,0.104
11,AM,,29,Jan,0.89
10,AM,,21,Mar,0.272
10,PM,,8,Nov,0.149
4,AM,thu,30,Jan,0.416
2,AM,thu,5,Jun,0.41
12,AM,sun,6,Apr,0.206
2,PM,,5,May,0.266
6,AM,,6,Mar,1.027
6,AM,fri,26,Dec,1.544
6,PM,,2,Feb,1.987
11,AM,mon,3,Feb,0.588
6,AM,wed,5,Nov,0.497
7,AM,wed,26,Mar,0.598
10,PM,sat,21,Jun,0.85
7,PM,mon,11,Aug,1.944
7,AM,wed,10,Sep,0.592
3,AM,wed,18,Jun,0.353
6,AM,thu,6,Nov,0.589
12,AM,,28,Mar,0.24
7,AM,,1,Nov,0.437
7,PM,,17,May,1.642
11,PM,thu,27,Nov,0.216
9,PM,mon,24,Feb,0.727
12,AM,,29,Dec,0.32
5,AM,tue,2,Dec,1.016
1,PM,,2,Jul,0.826
8,PM,sun,27,Jul,5.141
2,PM,,25,May,0.531
11,PM,wed,26,Mar,0.36
4,PM,thu,25,Dec,0.488
9,PM,wed,28,May,0.538
6,AM,,22,Jan,2.208
12,PM,,25,Nov,0.252
5,AM,,12,Sep,0.685
2,PM,sun,23,Nov,0.414
4,PM,fri,17,Jan,0.872
2,AM,mon,22,Dec,0.24
10,AM,wed,19,Mar,0.342
9,PM,,27,Jun,0.72
11,PM,,21,Oct,0.321
7,PM,fri,31,Oct,1.004
1,AM,wed,30,Jul,0.538
5,AM,thu,13,Mar,1.047
11,AM,sat,7,Jun,0.983
8,AM,,24,May,0.832
3,AM,mon,17,Feb,0.266
8,AM,tue,14,Jan,0.832
1,PM,,3,Mar,0.314
4,AM,sat,22,Mar,0.204
1,PM,tue,29,Apr,0.127
3,AM,fri,15,Aug,0.262
9,PM,,29,Dec,0.733
10,PM,,4,Oct,0.286
1,AM,,24,Jun,0.346
6,PM,wed,31,Dec,1.448
8,AM,,7,Oct,0.23
12,AM,,21,Sep,0.515
1,AM,,11,Dec,0.24
10,AM,wed,27,Aug,0.427
11,PM,sun,23,Nov,0.259
12,PM,tue,15,Apr,0.153
8,PM,wed,26,Nov,0.842
12,PM,,11,Jan,1.404
6,PM,,9,Jun,2.52
11,AM,sun,25,May,0.408
4,AM,mon,27,Jan,0.392
6,PM,fri,5,Dec,1.586
1,AM,,24,Feb,0.214
7,PM,sat,26,Apr,0.632
9,AM,,10,Dec,0.333
10,AM,,6,Mar,0.368
2,AM,mon,23,Jun,0.374
2,AM,fri,5,Dec,0.213
6,AM,thu,1,May,1.114
4,AM,tue,15,Jul,0.418
11,AM,mon,14,Apr,0.141
10,PM,wed,26,Feb,0.564
12,PM,,19,Jun,0.828
4,AM,sun,2,Mar,0.278
9,PM,sat,12,Jul,0.883
5,PM,,3,Jun,2.106
12,AM,mon,6,Jan,0.486
2,AM,,24,Dec,0.249
4,PM,sun,26,Jan,1.782
8,PM,,7,Oct,1.027
5,PM,,2,Oct,0.632
5,PM,,27,Sep,0.725
6,AM,sat,21,Jun,1.181
1,PM,,3,May,0.394
5,PM,fri,3,Oct,0.624
8,PM,wed,12,Mar,1.101
1,AM,sat,1,Mar,0.233
12,PM,,2,Sep,0.28
11,AM,sat,15,Feb,0.634
2,AM,,17,Oct,0.132
5,PM,sat,21,Jun,1.588
1,PM,wed,15,Jan,0.648
10,PM,,21,Mar,0.633
3,PM,,10,Mar,0.355
10,AM,,15,Feb,0.713
1,PM,,20,Feb,0.418
8,AM,sun,28,Dec,1.487
8,PM,sun,8,Jun,3.823
12,PM,fri,13,Jun,0.792
4,AM,thu,25,Sep,0.113
5,PM,,14,Mar,0.905
6,PM,wed,10,Dec,1.54
11,PM,,12,Aug,0.486
9,AM,,2,Apr,0.103
1,PM,,20,May,0.358
10,PM,,23,Aug,0.437
7,PM,thu,4,Sep,1.31
7,AM,wed,5,Mar,0.864
8,PM,tue,30,Dec,1.866
9,AM,,31,Dec,0.32
5,AM,,25,Jun,1.782
3,AM,,12,Dec,0.18
9,AM,sat,12,Jul,2.203
7,AM,,24,Nov,0.373
9,PM,wed,21,May,0.442
5,PM,,25,May,0.842
11,AM,,25,Oct,0.364
2,PM,tue,10,Jun,0.864
9,AM,mon,23,Jun,0.632
11,PM,,18,May,0.432
7,PM,tue,2,Sep,1.512
9,PM,tue,15,Jul,1.67
10,PM,tue,13,May,0.384
9,AM,sun,25,May,0.684
2,PM,,17,Aug,0.845
9,PM,,1,Sep,0.47
11,PM,,21,May,0.428
1,AM,,4,Mar,0.133
3,AM,mon,7,Apr,0.07
11,AM,,27,Sep,0.47
2,PM,,2,Feb,0.96
8,PM,,9,Feb,2.462
6,PM,,2,Oct,0.966
8,PM,,9,Aug,2.182
8,PM,mon,5,May,1.536
7,AM,,15,Jan,1.656
12,PM,sat,19,Apr,0.207
2,AM,sat,11,Oct,0.171
6,AM,sun,27,Apr,0.218
3,PM,thu,8,May,0.349
1,AM,tue,30,Dec,0.251
7,PM,thu,5,Jun,3.856
8,PM,,15,Dec,2.094
1,AM,sun,9,Mar,0.274
11,AM,thu,6,Feb,0.51
11,PM,sat,27,Dec,1.243
4,PM,tue,3,Jun,0.605
5,AM,,12,Jan,0.504
9,PM,fri,4,Apr,0.097
2,AM,fri,14,Nov,0.102
6,PM,wed,28,May,1.03
10,AM,,30,Apr,0.14
9,AM,sun,12,Oct,0.502
6,AM,sun,30,Nov,0.389
8,AM,thu,16,Jan,0.704
10,PM,mon,10,Feb,0.606
12,AM,,28,May,0.283
10,PM,mon,12,May,0.376
3,PM,tue,28,Jan,0.672
10,AM,thu,16,Jan,0.832
1,AM,mon,27,Oct,0.096
5,AM,,22,Apr,0.297
8,PM,,18,Nov,0.806
5,AM,wed,15,Oct,0.541
4,AM,,3,Jan,0.416
11,PM,tue,14,Oct,0.264
11,AM,,28,Sep,0.496
3,PM,sat,22,Mar,0.828
1,PM,sat,25,Oct,0.313
5,AM,mon,12,May,0.942
1,AM,tue,25,Nov,0.095
8,AM,,25,May,1.175
9,PM,,7,Jun,0.662
2,AM,,16,Feb,0.425
1,PM,sun,24,Aug,0.583
11,AM,tue,11,Feb,0.57
5,PM,,10,Jan,2.964
1,PM,thu,6,Nov,0.162
6,AM,,25,May,0.512
6,PM,sun,6,Apr,0.637
6,PM,tue,29,Apr,0.416
12,PM,thu,14,Aug,0.594
12,PM,tue,8,Apr,0.132
9,AM,wed,9,Jul,0.864
11,PM,,27,Sep,0.658
9,PM,,11,Nov,0.278
4,PM,,24,Jan,0.64
2,PM,,24,Apr,0.108
12,PM,,20,Jan,0.86
7,AM,tue,18,Nov,0.421
8,AM,,28,Feb,0.413
5,AM,,30,Aug,0.338
10,PM,,14,May,0.408
2,AM,,1,Oct,0.116
4,PM,wed,29,Jan,0.76
12,PM,,1,Dec,0.605
8,AM,,29,May,0.371
2,PM,,12,Apr,0.264
6,PM,fri,7,Feb,1.63
6,AM,tue,18,Nov,0.616
12,AM,thu,20,Feb,0.335
1,AM,,13,May,0.176
2,AM,,28,Aug,0.209
6,AM,,29,Mar,0.595
2,AM,,20,Mar,0.157
12,PM,sun,19,Jan,0.972
1,AM,tue,18,Mar,0.182
4,AM,,18,Aug,0.226
8,AM,tue,2,Dec,0.405
12,AM,fri,12,Dec,0.396
6,PM,thu,13,Feb,2.016
1,AM,thu,23,Jan,0.396
9,AM,mon,29,Dec,0.267
1,AM,sat,4,Jan,0.612
12,PM,sun,18,May,0.442
6,PM,,12,Mar,1.187
11,AM,thu,16,Oct,0.288
2,PM,,27,Nov,0.149
11,AM,tue,18,Mar,0.412
10,AM,thu,30,Jan,0.816
10,AM,,22,Feb,0.734
7,PM,thu,15,May,1.195
5,PM,,27,Jul,2.57
2,PM,sun,8,Jun,1.526
10,AM,,29,Oct,0.252
2,AM,wed,9,Apr,0.057
5,PM,,2,Feb,1.22
5,PM,wed,14,May,0.957
12,AM,sat,16,Aug,1.123
4,AM,,7,Dec,0.294
8,AM,sun,17,Aug,1.81
10,AM,,2,Aug,0.727
3,AM,tue,10,Jun,0.382
5,AM,,1,Nov,0.157
1,AM,,22,Oct,0.115
11,PM,wed,25,Jun,0.792
8,PM,,24,Dec,1.584
2,AM,,21,Dec,0.363
5,PM,,31,Aug,1.264
3,AM,,14,Nov,0.077
1,PM,,17,Sep,0.308
11,AM,tue,8,Apr,0.174
4,AM,,13,Aug,0.226
5,AM,,12,Dec,1.101
4,PM,sat,22,Feb,1.134
4,AM,sat,30,Aug,0.335
5,AM,fri,30,May,0.818
3,PM,,13,Apr,0.324
8,AM,mon,12,May,0.381
10,AM,fri,6,Jun,0.684
1,PM,,18,Jan,0.984
4,AM,,29,Apr,0.052
2,AM,,13,Mar,0.178
11,AM,,16,Apr,0.167
11,AM,sun,5,Jan,0.972
1,AM,fri,23,May,0.171
3,AM,,13,Nov,0.079
11,PM,mon,3,Mar,0.396
1,AM,sat,15,Nov,0.139
1,PM,,19,Dec,0.356
5,PM,thu,12,Jun,2.387
4,AM,,9,Oct,0.115
11,AM,thu,2,Jan,0.91
12,PM,,28,Feb,0.57
6,AM,,29,Nov,0.353
4,AM,,2,Jan,0.456
4,AM,tue,12,Aug,0.266
11,PM,sat,30,Aug,1.008
1,AM,mon,8,Dec,0.205
1,AM,,3,Jun,0.41
3,PM,,6,Feb,0.389
6,PM,,12,Apr,0.583
6,AM,wed,2,Apr,0.41
4,PM,,15,Jun,1.863
10,PM,,27,Sep,0.294
8,AM,,11,Sep,0.238
3,AM,fri,28,Nov,0.09
12,PM,sat,8,Mar,0.552
4,AM,fri,7,Feb,0.288
5,PM,,12,Feb,1.732
3,PM,sat,21,Jun,1.312
8,PM,fri,4,Jul,4.608
9,AM,sat,14,Jun,1.49
10,PM,fri,7,Feb,0.806
6,PM,,15,Mar,1.397
6,PM,,7,Mar,1.064
8,AM,thu,10,Apr,0.13
10,AM,fri,1,Aug,0.475
11,PM,,6,Jun,1.944
2,PM,,30,Aug,1.114
11,PM,thu,16,Oct,0.297
7,PM,,30,Apr,0.589
9,PM,sun,2,Mar,0.552
6,PM,sat,29,Nov,0.713
5,PM,tue,28,Oct,0.624
4,AM,,1,Jan,0.388
4,PM,,26,May,0.262
6,PM,,5,Jul,4.363
8,PM,tue,25,Mar,1.05
8,PM,sat,20,Sep,1.197
5,AM,fri,28,Mar,0.73
12,AM,wed,10,Sep,0.179
11,PM,,22,Aug,1.332
9,AM,,10,Jan,0.708
2,PM,mon,14,Jul,0.931
12,AM,mon,4,Aug,0.342
4,AM,sat,4,Jan,0.51
10,PM,mon,17,Feb,0.624
6,AM,,22,May,0.854
1,PM,wed,19,Mar,0.275
5,PM,wed,16,Apr,0.339
5,AM,thu,6,Mar,0.889
10,AM,,10,Apr,0.131
12,PM,,6,Jan,1.19
9,AM,tue,29,Apr,0.106
4,AM,mon,7,Apr,0.058
11,PM,sat,18,Jan,2.22
3,PM,,11,Oct,0.643
10,AM,,23,Sep,0.269
6,PM,tue,30,Dec,1.401
1,AM,tue,11,Mar,0.189
5,PM,,19,Aug,1.841
2,AM,sat,4,Oct,0.209
4,AM,wed,23,Jul,0.466
3,AM,,8,Feb,0.292
3,AM,,25,May,0.211
1,PM,sun,2,Nov,0.23
8,PM,sun,6,Jul,3.802
4,PM,,12,Apr,0.308
4,AM,,13,Mar,0.174
1,PM,,1,Mar,0.408
5,AM,,1,Oct,0.792
10,AM,,10,Oct,0.235
12,AM,,11,Nov,0.115
1,PM,fri,14,Mar,0.282
9,AM,thu,24,Apr,0.104
4,AM,sun,18,May,0.276
9,AM,,9,May,0.247
9,PM,sat,8,Mar,0.317
11,PM,thu,5,Jun,0.864
3,AM,fri,31,Jan,0.48
2,AM,,30,Mar,0.288
6,PM,sat,15,Nov,0.664
2,PM,tue,21,Jan,0.88
12,PM,,29,Jan,1.19
10,AM,mon,16,Jun,0.742
1,AM,,23,Sep,0.16
12,PM,,25,Jun,0.774
7,AM,sun,16,Nov,0.605
5,AM,tue,7,Oct,0.752
3,AM,sat,30,Aug,0.403
1,PM,,16,May,0.342
3,PM,,28,Feb,0.427
3,AM,,30,Oct,0.118
9,AM,,21,Dec,1.168
1,AM,sun,24,Aug,0.432
5,AM,fri,23,May,0.801
10,PM,,4,May,0.392
4,PM,,8,Sep,0.291
4,AM,,1,Feb,0.41
6,PM,mon,18,Aug,1.747
1,PM,mon,25,Aug,0.552
11,PM,thu,9,Oct,0.273
5,AM,,16,Apr,0.36
8,PM,,25,Feb,2.016
8,PM,,10,Nov,0.842
3,PM,,19,Apr,0.246
10,PM,mon,20,Oct,0.249
1,PM,,24,Feb,0.461
